StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intent | Friday_1,Intent | Friday_2,Intent | Friday_3,Intent | Museum_1,Intent | Museum_2,Intent | Museum_3,Intent | Sick_1,Intent | Sick_2,Intent | Sick_3,Intent | WYD_1,Intent | WYD_2,Intent | WYD_3,Intent | Bored_1,Intent | Bored_2,Intent | Bored_3,Intent | Missed Show_1,Intent | Missed Show_2,Intent | Missed Show_3,Intent | Oolong Tea_1,Intent | Oolong Tea_2,Intent | Oolong Tea_3,Intent | Lunch_1,Intent | Lunch_2,Intent | Lunch_3,Intent | Common Room_1,Intent | Common Room_2,Intent | Common Room_3,Intent | Party_1,Intent | Party_2,Intent | Party_3,Text | Friendship,Text | Friendship_DO,P(Text | Friendship)_1,P(Text | Friendship)_2,P(Text | Friendship)_3,P(Text | Friendship)_4,P(Text | Friendship)_5,P(Text | Friendship)_6,P(Text | Friendship)_7,P(Text | Friendship)_8,P(Text | Friendship)_9,P(Text | Friendship)_10,P(Text | Friendship)_DO,Text | Relationship,Text | Relationship_DO,P(Text|Relationship)_1,P(Text|Relationship)_2,P(Text|Relationship)_3,P(Text|Relationship)_4,P(Text|Relationship)_5,P(Text|Relationship)_6,P(Text|Relationship)_7,P(Text|Relationship)_8,P(Text|Relationship)_9,P(Text|Relationship)_10,P(Text|Relationship)_DO,Text | Hookup,Text | Hookup_DO,P(Text | Hookup)_1,P(Text | Hookup)_2,P(Text | Hookup)_3,P(Text | Hookup)_4,P(Text | Hookup)_5,P(Text | Hookup)_6,P(Text | Hookup)_7,P(Text | Hookup)_8,P(Text | Hookup)_9,P(Text | Hookup)_10,P(Text | Hookup)_DO,Race,Gender,Sexuality,Sexuality_6_TEXT,Age,Major,FL_6_DO,Intent|Behavior_DO
2022-12-15 10:27:58,2022-12-15 10:32:08,0,72.182.44.19,100,250,1,2022-12-15 10:32:08,R_29djifeUfb6II6L,,,,30.3471,-97.7649,anonymous,EN,2,10,5,7,10,0,10,8,3,5,5,5,2,10,5,2,10,5,10,5,0,10,5,0,5,3,10,7,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,24,"1,2",Intent|Behavior,Intent | WYD|Intent | Sick|Intent | Lunch|Intent | Friday|Intent | Party|Intent | Missed Show|Intent | Bored|Intent | Oolong Tea|Intent | Museum|Intent | Common Room
2022-12-15 10:44:11,2022-12-15 10:47:53,0,65.112.8.28,100,221,1,2022-12-15 10:47:53,R_3qgwp6isoc09wGy,,,,42.3737,-71.1284,anonymous,EN,0,7,10,4,8,4,7,2,2,0,2,10,0,7,10,3,7,10,7,3,2,10,0,0,1,2,10,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,,22,3,Intent|Behavior,Intent | Friday|Intent | WYD|Intent | Bored|Intent | Oolong Tea|Intent | Missed Show|Intent | Sick|Intent | Common Room|Intent | Museum|Intent | Lunch|Intent | Party
2022-12-15 10:48:54,2022-12-15 10:53:10,0,172.58.221.250,100,255,1,2022-12-15 10:53:10,R_3fpXlqzWOOeEqOC,,,,42.364,-71.0265,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,5,6,8,9,10",4|1|3|10|8|9|5|6|2|7,,,10,,10,9,,10,8,6,9|8|10|3|6|5,"1,2,3,6,7",10|1|3|6|4|9|7|8|2|5,7,10,7,,,6,8,,,,6|2|1|7|3,"1,4",10|9|3|2|4|6|1|7|5|8,3,,,2,,,,,,,1|4,1,2,4,,19,"1,2,4",Behavior|Intent,
2022-12-15 10:16:32,2022-12-15 10:55:48,0,107.222.110.218,100,2356,1,2022-12-15 10:55:49,R_b4wjfRk2IJzoWs1,,,,30.1038,-95.5057,anonymous,EN,3,7,5,5,4,0,6,4,0,0,0,8,3,7,5,3,7,5,6,4,0,10,0,0,5,4,5,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,20,3,Intent|Behavior,Intent | Party|Intent | Missed Show|Intent | Bored|Intent | Oolong Tea|Intent | Sick|Intent | Lunch|Intent | WYD|Intent | Friday|Intent | Museum|Intent | Common Room
2022-12-15 10:56:32,2022-12-15 10:58:32,0,65.112.8.21,100,120,1,2022-12-15 10:58:33,R_1OABmWA3Kkx9ChN,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,6,8,10",3|1|9|10|5|6|4|7|8|2,,9,,,,10,,10,,10,10|8|6|2,"3,4,7,9",3|4|2|1|10|9|8|6|5|7,,,2,1,,,10,,7,,9|7|3|4,"4,5",4|8|5|2|9|6|3|7|1|10,,,,9,10,,,,,,5|4,4,2,1,,20,3,Behavior|Intent,
2022-12-15 10:10:11,2022-12-15 11:25:06,0,65.112.8.28,100,4495,1,2022-12-15 11:25:06,R_1oAsySpYj8CYzzY,,,,42.3737,-71.1284,anonymous,EN,3,5,7,10,5,1,8,4,1,5,2,7,4,6,8,0,0,0,8,5,2,8,3,2,8,6,6,8,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,19,3,Intent|Behavior,Intent | Common Room|Intent | Museum|Intent | Bored|Intent | WYD|Intent | Lunch|Intent | Sick|Intent | Missed Show|Intent | Party|Intent | Friday|Intent | Oolong Tea
2022-12-15 11:33:59,2022-12-15 11:38:18,0,65.112.8.48,100,259,1,2022-12-15 11:38:19,R_1ih7PKnarvi6LfP,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,8",1|3|5|8|7|6|2|9|4|10,,,,,,,7,7,,,7|8,"1,2,3,6",10|5|9|6|7|2|1|3|8|4,6,7,9,,,8,,,,,1|2|6|3,"1,4,5,7,9,10",6|8|10|4|3|1|9|7|5|2,6,,,7,3,,8,,8,6,1|7|5|10|4|9,1,1,1,,20,4,Behavior|Intent,
2022-12-15 11:33:11,2022-12-15 11:38:40,0,72.93.84.46,100,328,1,2022-12-15 11:38:41,R_2Xbnxr477rmE5BS,,,,42.3388,-71.0726,anonymous,EN,4,6,10,5,5,1,7,6,0,1,1,10,4,6,10,4,5,10,10,5,0,7,2,2,2,1,8,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,22,3,Intent|Behavior,Intent | Missed Show|Intent | Museum|Intent | Party|Intent | WYD|Intent | Sick|Intent | Friday|Intent | Common Room|Intent | Lunch|Intent | Oolong Tea|Intent | Bored
2022-12-15 11:35:16,2022-12-15 11:39:33,0,65.112.8.58,100,257,1,2022-12-15 11:39:34,R_2PvB8EfbAmQrpsd,,,,42.3737,-71.1284,anonymous,EN,2,8,4,6,10,0,6,7,0,1,5,9,2,8,4,2,8,4,6,4,2,6,6,2,2,5,8,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,21,3,Intent|Behavior,Intent | Sick|Intent | Bored|Intent | Oolong Tea|Intent | Friday|Intent | Missed Show|Intent | Lunch|Intent | Common Room|Intent | WYD|Intent | Party|Intent | Museum
2022-12-15 11:36:18,2022-12-15 11:39:49,0,65.112.8.59,100,211,1,2022-12-15 11:39:50,R_1jwSv54W5Obk3AO,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,6,7,8",10|4|9|3|7|2|8|6|1|5,,10,8,,,9,10,8,,,6|8|7|3|2,"1,2,3,4,6",4|5|3|2|10|6|7|9|8|1,10,9,8,4,,8,,,,,6|1|2|4|3,"4,5,9,10",5|7|6|1|10|3|9|2|4|8,,,,10,8,,,,10,4,5|10|9|4,4,1,1,,21,3,Behavior|Intent,
2022-12-15 11:37:20,2022-12-15 11:41:27,0,71.202.130.7,100,246,1,2022-12-15 11:41:27,R_1gqqq0Jvz5TAols,,,,37.6652,-121.8734,anonymous,EN,2,5,8,9,6,0,9,2,0,3,0,9,1,4,8,1,4,8,8,3,0,10,2,0,3,6,6,9,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,21,3,Intent|Behavior,Intent | Missed Show|Intent | Oolong Tea|Intent | Lunch|Intent | Bored|Intent | WYD|Intent | Common Room|Intent | Museum|Intent | Party|Intent | Friday|Intent | Sick
2022-12-15 11:38:40,2022-12-15 11:41:38,0,65.112.8.60,100,178,1,2022-12-15 11:41:38,R_2axWnE8lG8WynTH,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,5,6,7,8,10",9|6|3|2|4|10|1|7|5|8,,4,6,,4,8,7,10,,9,10|5|7|8|2|6|3,"1,2,4,8,9,10",10|9|2|3|6|7|1|4|5|8,7,4,,7,,,,5,10,7,9|4|2|10|1|8,"1,4,5,9",8|6|3|7|4|2|1|10|5|9,7,,,9,7,,,,10,,1|4|5|9,1,2,4,,18,3,Behavior|Intent,
2022-12-15 11:41:59,2022-12-15 11:45:13,0,65.112.8.54,100,194,1,2022-12-15 11:45:13,R_2scf3YVSrshylIB,,,,42.3737,-71.1284,anonymous,EN,2,7,1,5,4,1,8,4,0,4,4,7,2,7,1,1,7,4,7,4,0,5,3,4,2,2,8,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,20,3,Intent|Behavior,Intent | Lunch|Intent | WYD|Intent | Missed Show|Intent | Sick|Intent | Oolong Tea|Intent | Party|Intent | Museum|Intent | Friday|Intent | Bored|Intent | Common Room
2022-12-15 11:46:38,2022-12-15 11:50:16,0,65.112.8.139,100,217,1,2022-12-15 11:50:17,R_wNQQifKdhh1y9Ed,,,,42.3737,-71.1284,anonymous,EN,0,5,5,4,8,0,9,1,0,0,0,10,4,6,4,3,7,5,6,4,0,7,3,0,0,3,7,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,6",2,1,,20,4,Intent|Behavior,Intent | Lunch|Intent | Oolong Tea|Intent | Friday|Intent | Party|Intent | WYD|Intent | Missed Show|Intent | Museum|Intent | Sick|Intent | Common Room|Intent | Bored
2022-12-15 12:03:36,2022-12-15 12:08:13,0,65.112.8.131,100,277,1,2022-12-15 12:08:14,R_24oozMIFP1kaoYL,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,6,8",2|9|8|4|6|3|10|1|7|5,,2,3,,,6,,6,,,6|8|2|3,"1,2,3,7,9,10",2|3|4|6|5|1|10|8|7|9,4,6,8,,,,8,,1,8,10|9|1|2|3|7,"1,4,5,9,10",4|7|1|9|2|6|8|10|5|3,8,,,3,3,,,,4,6,9|5|1|10|4,4,1,1,,21,3,Behavior|Intent,
2022-12-15 12:16:41,2022-12-15 12:19:23,0,65.112.8.55,100,161,1,2022-12-15 12:19:23,R_broH0MJgleLJwNr,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,5,8",9|3|8|4|6|1|5|2|7|10,,,6,,6,,,7,,,3|5|8,"3,5,6,8",10|6|3|9|1|4|7|5|8|2,,,9,,2,7,,7,,,5|3|8|6,"1,4,9",3|7|9|1|2|8|4|10|5|6,5,,,6,,,,,1,,4|9|1,1,1,1,,21,3,Behavior|Intent,
2022-12-15 12:13:57,2022-12-15 12:21:50,0,65.112.8.16,100,472,1,2022-12-15 12:21:50,R_rfBZnOOP7KezuUN,,,,42.3737,-71.1284,anonymous,EN,4,9,7,10,5,0,10,2,0,7,5,2,4,9,7,4,9,7,10,2,0,10,2,0,5,8,8,10,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,21,3,Intent|Behavior,Intent | Museum|Intent | Friday|Intent | Party|Intent | Bored|Intent | WYD|Intent | Common Room|Intent | Oolong Tea|Intent | Lunch|Intent | Sick|Intent | Missed Show
2022-12-15 12:23:05,2022-12-15 12:26:17,0,65.112.8.55,100,192,1,2022-12-15 12:26:18,R_22mi0cCtgjPa4zx,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,5,6,7,8,10",3|1|8|10|4|9|2|5|6|7,,6,8,,4,8,8,8,,6,7|8|5|2|3|6|10,"2,3,4,5,8,9,10",4|7|10|3|6|8|5|9|2|1,,7,8,5,7,,,7,3,7,10|8|3|5|9|2|4,"1,4,9",5|2|9|10|7|6|8|1|4|3,7,,,7,,,,,7,,9|4|1,4,2,1,,19,3,Behavior|Intent,
2022-12-15 12:22:23,2022-12-15 12:26:48,0,65.112.8.30,100,264,1,2022-12-15 12:26:48,R_2s7vVEeXpc8qc7H,,,,42.3737,-71.1284,anonymous,EN,5,9,2,9,4,0,9,3,0,5,6,6,5,9,2,5,9,2,6,2,0,9,2,0,5,5,6,9,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,,20,3,Intent|Behavior,Intent | Oolong Tea|Intent | Museum|Intent | Bored|Intent | Sick|Intent | Friday|Intent | Common Room|Intent | Party|Intent | Lunch|Intent | Missed Show|Intent | WYD
2022-12-15 12:25:31,2022-12-15 12:29:29,0,73.69.145.173,100,237,1,2022-12-15 12:29:29,R_1l9qvQH1QlnvLaa,,,,42.364,-71.0265,anonymous,EN,3,7,8,5,8,5,4,3,4,5,5,6,3,7,8,3,7,8,4,6,4,3,2,10,3,3,10,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,20,3,Intent|Behavior,Intent | WYD|Intent | Party|Intent | Bored|Intent | Friday|Intent | Museum|Intent | Lunch|Intent | Sick|Intent | Common Room|Intent | Missed Show|Intent | Oolong Tea
2022-12-15 12:27:26,2022-12-15 12:31:45,0,92.222.10.101,100,259,1,2022-12-15 12:31:46,R_XuAVuoQp93s0YCZ,,,,48.8323,2.4075,anonymous,EN,2,8,8,7,7,0,10,2,0,7,2,7,0,0,0,2,8,8,10,3,0,10,3,0,2,6,10,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,,20,3,Intent|Behavior,Intent | Missed Show|Intent | Sick|Intent | Friday|Intent | Bored|Intent | Oolong Tea|Intent | Museum|Intent | Party|Intent | Common Room|Intent | WYD|Intent | Lunch
2022-12-15 12:29:29,2022-12-15 12:32:58,0,65.112.8.49,100,208,1,2022-12-15 12:32:59,R_1FQwKVO0O40IfhZ,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,5,6,7,8",3|7|2|10|4|5|9|1|6|8,,,5,,5,3,5,8,,,3|6|7|5|8,"2,3,5,6,7,8,10",7|2|6|10|4|5|3|9|1|8,,5,7,,5,4,7,7,,7,8|3|7|2|6|10|5,3,6|7|4|5|2|3|9|8|10|1,,,0,,,,,,,,3,"1,4",1,1,,20,3,Behavior|Intent,
2022-12-15 12:31:47,2022-12-15 12:36:01,0,174.210.167.150,100,253,1,2022-12-15 12:36:01,R_1mE1NVdO7Zd5teb,,,,38.9887,-94.6341,anonymous,EN,0,4,9,9,3,0,10,2,0,8,5,1,0,7,9,0,6,9,8,1,0,10,2,0,0,2,10,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,,21,3,Intent|Behavior,Intent | Bored|Intent | Oolong Tea|Intent | Common Room|Intent | Lunch|Intent | Museum|Intent | Friday|Intent | Party|Intent | WYD|Intent | Sick|Intent | Missed Show
2022-12-15 12:33:16,2022-12-15 12:36:50,0,65.112.8.18,100,213,1,2022-12-15 12:36:50,R_3j7YLqtsPS6uBbd,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4|10|7|8|3|5|1|2|9|6,,,,,,,,10,,,8,"1,5",10|6|5|7|1|2|4|9|8|3,5,,,,9,,,,,,5|1,4,5|6|1|8|9|2|4|7|3|10,,,,6,,,,,,,4,4,2,4,,22,3,Behavior|Intent,
2022-12-15 12:58:47,2022-12-15 13:02:23,0,64.28.250.5,100,215,1,2022-12-15 13:02:24,R_3necjErATnUm1RN,,,,32.7446,-97.3842,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,5,6,7,8,10",3|1|10|2|6|8|7|5|9|4,,3,,,4,2,8,7,,4,8|10|6|5|2|7,"1,2,3,5,6,7",5|8|1|6|3|7|9|4|10|2,6,8,5,,1,8,10,,,,1|2|7|6|3|5,"4,5,9",9|7|2|3|6|4|8|5|10|1,,,,6,8,,,,6,,4|5|9,"1,6",2,4,,22,"1,2",Behavior|Intent,
2022-12-15 13:29:25,2022-12-15 13:32:41,0,86.29.91.247,100,196,1,2022-12-15 13:32:42,R_3g25flN5amaD0oP,,,,51.543,0.1302,anonymous,EN,3,7,0,4,5,0,10,0,0,8,2,5,2,5,7,4,4,7,7,2,0,8,0,0,4,6,8,4,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,19,3,Intent|Behavior,Intent | Sick|Intent | Oolong Tea|Intent | Museum|Intent | Lunch|Intent | Friday|Intent | Party|Intent | Common Room|Intent | Bored|Intent | Missed Show|Intent | WYD
2022-12-15 13:32:17,2022-12-15 13:36:16,0,65.112.8.18,100,238,1,2022-12-15 13:36:17,R_bKKIcdlFCjH5qNj,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,6,7",4|7|2|10|9|8|3|5|6|1,,7,,,,8,8,,,,7|2|6,"2,3,6,7",7|8|6|1|3|2|5|10|9|4,,10,8,,,6,8,,,,6|2|7|3,"4,5,9",4|8|10|3|6|5|2|9|1|7,,,,4,1,,,,8,,9|5|4,1,1,1,,23,4,Behavior|Intent,
2022-12-15 13:59:12,2022-12-15 14:03:50,0,65.112.8.29,100,278,1,2022-12-15 14:03:50,R_3p3Y2CrI5coW2ox,,,,42.3737,-71.1284,anonymous,EN,7,6,3,6,6,1,9,4,1,3,3,6,8,6,4,8,6,4,9,2,2,6,4,1,2,3,6,8,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,,19,3,Intent|Behavior,Intent | Friday|Intent | Common Room|Intent | Party|Intent | Missed Show|Intent | Oolong Tea|Intent | WYD|Intent | Sick|Intent | Bored|Intent | Lunch|Intent | Museum
2022-12-15 14:05:59,2022-12-15 14:13:23,0,65.112.8.48,100,443,1,2022-12-15 14:13:24,R_262rspcz6xC33MO,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,6,8,10",10|2|9|4|6|1|7|5|3|8,,6,8,,,7,,4,,2,8|6|3|10|2,"1,2,3,6,7,8",6|4|5|9|2|8|1|3|10|7,7,9,8,,,8,6,5,,,7|6|8|3|2|1,"1,4,9",4|5|3|2|1|7|8|9|6|10,6,,,4,,,,,8,,1|9|4,"1,4",2,5,,22,"2,3",Behavior|Intent,
2022-12-15 14:23:18,2022-12-15 14:32:20,0,65.112.8.29,100,542,1,2022-12-15 14:32:21,R_1Nftk79bxet3gzw,,,,42.3737,-71.1284,anonymous,EN,2,10,0,2,10,0,7,5,0,5,5,5,2,10,0,2,10,0,10,3,0,8,2,0,0,1,10,4,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,21,3,Intent|Behavior,Intent | Oolong Tea|Intent | Bored|Intent | Common Room|Intent | Missed Show|Intent | WYD|Intent | Friday|Intent | Sick|Intent | Museum|Intent | Party|Intent | Lunch
2022-12-15 14:36:32,2022-12-15 14:43:18,0,65.112.9.2,100,406,1,2022-12-15 14:43:20,R_3erxPLi4y0F6Dlh,,,,42.3737,-71.1284,anonymous,EN,5,9,2,7,4,0,8,2,0,3,5,8,5,9,2,5,9,2,4,2,2,8,2,2,4,3,7,9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,,20,3,Intent|Behavior,Intent | Bored|Intent | WYD|Intent | Friday|Intent | Sick|Intent | Museum|Intent | Oolong Tea|Intent | Missed Show|Intent | Lunch|Intent | Party|Intent | Common Room
2022-12-15 15:42:58,2022-12-15 15:51:29,0,65.112.8.24,100,510,1,2022-12-15 15:51:29,R_SBEBTvUYMf2ruQ9,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,4,6,8,10",6|4|1|5|8|10|7|9|2|3,,,8,2,,7,,6,,3,4|3|8|6|10,"1,2,3,6,8,10",1|2|6|7|3|10|4|5|9|8,9,7,10,,,8,,5,,6,3|10|2|1|6|8,"4,5,9",8|7|10|6|1|2|9|4|5|3,,,,8,10,,,,8,,4|9|5,"1,6",1,1,,21,"2,3",Behavior|Intent,
2022-12-15 16:02:50,2022-12-15 16:10:23,0,65.112.8.55,100,452,1,2022-12-15 16:10:23,R_9pDvHpC8ZGzbMg9,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,6,10",2|1|5|10|8|6|3|9|4|7,,,8,,,10,,,,5,6|3|10,"2,3,5,6,7,10",2|1|8|5|9|7|10|3|4|6,,7,9,,6,10,6,,,7,3|7|2|6|5|10,"1,4,5,9",3|10|6|1|8|4|9|7|5|2,7,,,4,8,,,,7,,4|5|1|9,4,2,1,,21,"2,3",Behavior|Intent,
2022-12-15 16:01:46,2022-12-15 16:18:27,0,65.112.8.60,100,1000,1,2022-12-15 16:18:27,R_1DGCV6BO2L4EsTf,,,,42.3737,-71.1284,anonymous,EN,0,10,8,0,10,0,10,0,0,0,0,10,0,10,8,0,10,8,8,6,0,10,0,0,0,0,10,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,20,3,Intent|Behavior,Intent | Oolong Tea|Intent | Friday|Intent | Common Room|Intent | Museum|Intent | WYD|Intent | Bored|Intent | Missed Show|Intent | Lunch|Intent | Sick|Intent | Party
2022-12-15 17:00:56,2022-12-15 17:04:30,0,84.212.100.169,100,213,1,2022-12-15 17:04:30,R_5nC1O7SOIM8VUZz,,,,59.955,10.859,anonymous,EN,2,7,4,5,7,1,5,7,0,5,5,5,2,7,5,1,9,5,7,4,1,9,0,0,5,3,7,7,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,22,3,Intent|Behavior,Intent | Common Room|Intent | Missed Show|Intent | Party|Intent | Museum|Intent | Friday|Intent | Lunch|Intent | Bored|Intent | WYD|Intent | Oolong Tea|Intent | Sick
2022-12-15 17:02:43,2022-12-15 17:06:28,0,98.255.152.143,100,225,1,2022-12-15 17:06:28,R_urCdMyZsIDSwQ4V,,,,38.6283,-121.3307,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,5,7,8,10",2|4|10|7|9|3|1|8|5|6,,3,3,,5,,7,8,,5,5|7|3|10|2|8,"1,2,6",1|3|8|5|6|9|2|7|4|10,8,8,,,,5,,,,,2|1|6,"4,9",10|1|6|7|9|2|5|8|4|3,,,,7,,,,,6,,4|9,6,2,1,,20,3,Behavior|Intent,
2022-12-15 16:51:46,2022-12-15 17:06:48,0,65.112.8.21,100,902,1,2022-12-15 17:06:49,R_ujH9wybdJBamg0N,,,,42.3737,-71.1284,anonymous,EN,0,3,7,1,9,0,3,7,0,0,0,10,0,3,7,0,3,7,4,5,1,5,5,0,0,1,9,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,21,3,Intent|Behavior,Intent | Oolong Tea|Intent | Party|Intent | Museum|Intent | Sick|Intent | Missed Show|Intent | Lunch|Intent | Common Room|Intent | WYD|Intent | Friday|Intent | Bored
2022-12-15 10:08:28,2022-12-15 17:06:48,0,65.112.8.17,100,25100,1,2022-12-15 17:06:49,R_2QQ9WlGI2QVihUh,,,,42.3737,-71.1284,anonymous,EN,2,2,6,2,8,0,6,4,0,0,0,10,2,2,6,0,3,7,1,6,3,4,6,0,0,1,9,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,21,3,Intent|Behavior,Intent | Missed Show|Intent | Sick|Intent | Museum|Intent | Common Room|Intent | WYD|Intent | Party|Intent | Bored|Intent | Lunch|Intent | Friday|Intent | Oolong Tea
2022-12-15 17:02:12,2022-12-15 17:07:04,0,73.73.54.197,100,291,1,2022-12-15 17:07:04,R_1JPexoxtSp5lriO,,,,41.792,-88.166,anonymous,EN,4,6,9,8,3,1,9,4,0,3,3,8,1,4,7,1,4,7,8,4,0,8,3,0,3,0,8,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,21,3,Intent|Behavior,Intent | WYD|Intent | Lunch|Intent | Museum|Intent | Party|Intent | Friday|Intent | Oolong Tea|Intent | Sick|Intent | Common Room|Intent | Bored|Intent | Missed Show
2022-12-15 15:32:00,2022-12-15 17:19:02,0,65.112.8.60,100,6421,1,2022-12-15 17:19:02,R_3q8yUrmpGuba1xO,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,3,6,7,8,10",10|5|9|1|2|7|8|6|4|3,,7,3,,,5,6,9,,1,6|10|3|2|8|7,1,2|3|8|1|7|4|6|5|9|10,3,,,,,,,,,,1,"4,5,9",8|5|7|9|10|2|6|4|3|1,,,,1,8,,,,0,,4|5|9,4,3,4,,19,"3,4",Behavior|Intent,
2022-12-15 10:30:00,2022-12-15 17:47:30,0,76.113.178.12,100,26250,1,2022-12-15 17:47:30,R_WpUc4mmEUsVhnUd,,,,44.7601,-93.2748,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,5,8,10",10|1|9|5|6|8|3|2|7|4,,,,9,9,,,5,,5,4|5|8|10,"1,2,9",4|6|8|3|9|5|10|7|1|2,1,4,,,,,,,0,,9|2|1,"4,5,9",2|7|1|3|8|9|4|6|5|10,,,,6,2,,,,0,,5|4|9,2,2,1,,20,3,Behavior|Intent,
2022-12-15 17:45:24,2022-12-15 17:48:33,0,128.103.24.19,100,188,1,2022-12-15 17:48:33,R_20Md4Wc1pW6sxwt,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,6,7,10",3|7|10|2|4|8|6|9|5|1,,,8,,,9,9,,,7,7|3|10|6,"2,3,6,7,8,9,10",3|2|4|7|6|5|10|9|8|1,,8,10,,,9,10,7,9,10,9|3|2|6|7|8|10,"1,3,4,5,7,9,10",9|5|6|3|1|8|10|4|2|7,9,,9,8,8,,10,,10,0,5|9|1|4|10|7|3,"1,4",2,4,,22,"2,3",Behavior|Intent,
2022-12-15 17:50:33,2022-12-15 17:53:23,0,65.112.8.30,100,169,1,2022-12-15 17:53:23,R_1FRMVaRQbk7SV5C,,,,42.3737,-71.1284,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,6,8",5|9|10|7|2|6|4|1|3|8,,7,,,,4,,4,,,6|2|8,"2,8,9,10",2|10|4|3|7|8|9|6|5|1,,5,,,,,,3,1,2,9|10|8|2,"4,8,9,10",1|4|3|7|6|8|10|2|9|5,,,,4,,,,1,6,2,9|8|4|10,1,2,4,,19,"3,4",Behavior|Intent,
